reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
JA-1400,Kenrokuen Prefectural Park,36.5619,136.662,PM86hn,JP-IS,1,1,17,0,0
JA-1401,Ishikawa Shikou Kinen Prefectural Park,36.5629,136.655,PM86hn,JP-IS,2,2,25,0,0
JA-1402,Kuratsuki Central Prefectural Park,36.5922,136.625,PM86ho,JP-IS,3,3,58,0,0
JA-1403,Saigawa Ryokuchi Prefectural Park,36.5429,136.671,PM86in,JP-IS,11,10,193,0,0
JA-1404,Onominato Ryokuchi Prefectural Park,36.5957,136.598,PM86ho,JP-IS,11,11,243,0,0
JA-1405,Okuetsu Kogen Prefectural Nature Park,36.0035,136.596,PM86ha,JP-FI,8,8,140,0,0
JA-1406,Wakasa no Sato Prefectural Park,35.484,135.786,PM75vl,JP-FI,2,2,38,0,0
JA-1407,Fukui Shonen Undo Prefectural Park,36.052,136.187,PM86cb,JP-FI,7,5,152,0,2
JA-1408,Rinkai Chuo Prefectural Park,36.1678,136.112,PM86be,JP-FI,6,4,103,0,0
JA-1409,Echizen Togei Prefectural Park,35.935,136.06,PM85aw,JP-FI,3,3,66,0,0
JA-1410,Fukui Toshi Ryokka Shokubutsuen Prefectural Park,36.1061,136.305,PM86dc,JP-FI,7,6,189,0,0
JA-1411,Wakasa Sogo Prefectural Park,35.5159,135.756,PM75vm,JP-FI,3,3,37,0,0
JA-1412,Okuetsu Fureai Prefectural Park,35.9653,136.497,PM85fx,JP-FI,4,4,248,0,0
JA-1413,Trim Park Kanazu Prefectural Park,36.2175,136.25,PM86df,JP-FI,6,6,155,0,0
JA-1414,Tannan Sogo Prefectural Park,35.9288,136.154,PM85bw,JP-FI,5,4,87,0,0
JA-1415,Fukui Sogo Prefectural Park,36.1896,136.133,PM86be,JP-FI,5,5,79,0,0
JA-1416,Sanrihama Kansho Ryokuchi Prefectural Park,36.1857,136.134,PM86be,JP-FI,6,6,148,0,0
JA-1417,Fukui Joshi Prefectural Park,36.0655,136.221,PM86cb,JP-FI,2,2,33,0,0
JA-1418,Senbon Matsubara Prefectural Nature Park,35.1461,136.669,PM85id,JP-GF,35,31,1015,0,4
JA-1419,Ibi Prefectural Nature Park,35.6382,136.487,PM85fp,JP-GF,22,19,1002,0,0
JA-1420,Okuhida Sugo Nagareha Prefectural Nature Park,36.3082,137.246,PM86oh,JP-GF,17,12,396,0,1
JA-1421,Utsue Shijuhattaki Prefectural Nature Park,36.1971,137.161,PM86ne,JP-GF,10,10,283,0,0
JA-1422,Enakyo Prefectural Nature Park,35.4813,137.407,PM85ql,JP-GF,16,16,799,0,1
JA-1423,Enasan Prefectural Nature Park,35.4444,137.591,PM85tk,JP-GF,14,12,468,0,0
JA-1424,Urakiso Prefectural Nature Park,35.6981,137.442,PM85rq,JP-GF,10,9,419,0,0
JA-1425,Ibuki Prefectural Nature Park,35.4185,136.433,PM85fk,JP-GF,22,20,904,0,0
JA-1426,Toki Mikuniyama Prefectural Nature Park,35.2546,137.191,PM85og,JP-GF,15,14,459,0,0
JA-1427,Kuraiyama Funayama Prefectural Nature Park,36.0379,137.199,PM86oa,JP-GF,10,9,265,0,0
JA-1428,Okunagaragawa Prefectural Nature Park,35.9595,136.818,PM85jx,JP-GF,22,19,833,0,0
JA-1429,Nomugi Prefectural Nature Park,36.0525,137.603,PM86tb,JP-GF,5,5,177,0,0
JA-1430,Seseragi Keikoku Prefectural Nature Park,36.0262,137.07,PM86ma,JP-GF,8,7,223,0,0
JA-1431,Amo Prefectural Nature Park,36.2523,136.963,PM86lg,JP-GF,4,4,72,0,0
JA-1432,Ontakesan Prefectural Nature Park,35.9026,137.464,PM85rv,JP-GF,10,9,232,0,0
JA-1433,Yoro Prefectural Park,35.2823,136.549,PM85gg,JP-GF,12,9,368,0,0
JA-1434,Gifuken Hyakunen Prefectural Park,35.4792,136.87,PM85kl,JP-GF,12,9,265,0,0
JA-1435,GIFU WORLD ROSE GARDEN Prefectural Park,35.4199,137.096,PM85nk,JP-GF,7,7,280,0,0
JA-1436,Gifu Memorial Center Prefectural Park,35.4428,136.763,PM85jk,JP-GF,9,9,234,0,0
JA-1437,Kakamigahara Prefectural Park,35.4247,136.934,PM85lk,JP-GF,7,7,190,0,0
JA-1438,Gifu World Fresh Water Aquarium Prefectural Park,35.3711,136.809,PM85ji,JP-GF,19,19,608,0,0
JA-1439,Gifu Seiryu Satoyama Prefectural Park,35.4746,137.034,PM85ml,JP-GF,10,9,176,0,0
JA-1440,Nihondaira Prefectural Nature Park,34.9749,138.466,PM94fx,JP-SZ,96,91,3891,0,15
JA-1441,Okuoi Prefectural Nature Park,35.1816,138.111,PM95be,JP-SZ,17,17,428,0,2
JA-1442,Omaezaki Enshunada Prefectural Nature Park,34.5956,138.226,PM94co,JP-SZ,27,26,915,0,3
JA-1443,Hamanako Prefectural Nature Park,34.6951,137.595,PM84tq,JP-SZ,24,22,737,0,1
JA-1444,Ashitaka Koiki Prefectural Park,35.1567,138.852,PM95kd,JP-SZ,18,16,458,0,1
JA-1445,Mt. Fuji Children's World Prefectural Park,35.2555,138.772,PM95jg,JP-SZ,14,13,381,0,0
JA-1446,Yoshida Prefectural Park,34.7661,138.285,PM94ds,JP-SZ,22,21,694,0,3
JA-1447,Enshunada Kaihin Prefectural Park,34.6687,137.748,PM84uq,JP-SZ,18,18,578,0,0
JA-1448,Hamanako Garden Prefectural Park,34.7139,137.602,PM84tr,JP-SZ,13,13,342,0,1
JA-1449,Shizuoka Pre. Forest Prefectural Park,34.8461,137.782,PM84vu,JP-SZ,16,16,810,0,1
JA-1450,Kusanagi Sports Complex Prefectural Park,34.989,138.429,PM94fx,JP-SZ,44,36,799,0,1
JA-1451,Ogasayama Sports Prefectural Park,34.7439,137.969,PM84xr,JP-SZ,19,19,524,0,1
JA-1452,Atsumi Hanto Prefectural Nature Park,34.6071,137.097,PM84no,JP-AI,14,13,259,0,0
JA-1453,Minami Chita Prefectural Nature Park,34.7478,136.9,PM84kr,JP-AI,39,36,1080,0,1
JA-1454,Dando Kogen Prefectural Nature Park,35.1674,137.473,PM85re,JP-AI,15,15,447,0,1
JA-1455,Furikusa Keikoku Prefectural Nature Park,35.0769,137.665,PM85tb,JP-AI,9,9,332,0,0
JA-1456,Hongusan Prefectural Nature Park,34.9083,137.421,PM84rv,JP-AI,27,25,627,0,1
JA-1457,Sakurabuchi Prefectural Nature Park,34.8957,137.506,PM84sv,JP-AI,16,16,423,0,0
JA-1458,Ishimakisan Tame Prefectural Nature Park,34.789,137.461,PM84rs,JP-AI,15,13,368,0,0
JA-1459,Atsuta Jingu Prefectural Park,35.1309,136.902,PM85kd,JP-AI,93,81,2272,0,2
JA-1460,Odaka Ryokuchi Prefectural Park,35.0602,136.956,PM85lb,JP-AI,32,29,976,0,2
JA-1461,Obata Ryokuchi Prefectural Park,35.2196,136.988,PM85lf,JP-AI,50,49,2001,0,0
JA-1463,Shinshiro General Prefectural Park,34.9371,137.542,PM84sw,JP-AI,11,10,286,0,1
JA-1464,Kisogawa Sobue Ryokuchi Prefectural Park,35.2606,136.706,PM85ig,JP-AI,19,17,503,0,1
JA-1465,Owari Koiki Ryokudo Prefectural Park,35.3341,136.931,PM85li,JP-AI,15,15,515,0,1
JA-1466,Aichi Health Village Prefectural Park,34.9987,136.948,PM84lx,JP-AI,34,33,886,0,1
JA-1467,Makinogaike Greens Prefectural Park,35.1451,137.014,PM85md,JP-AI,18,18,697,0,0
JA-1468,Higashi-mikawa Furusato Prefectural Park,34.8387,137.308,PM84pu,JP-AI,73,69,1234,0,0
JA-1469,Expo 2005 Aichi Commemorative Prefectural Park,35.1728,137.09,PM85ne,JP-AI,13,12,300,0,1
JA-1470,Aburagafuchi Waterside Prefectural Park,34.9067,137.008,PM84mv,JP-AI,56,52,1536,0,2
JA-1471,Suigo Prefectural Nature Park,35.1304,136.668,PM85id,JP-ME,49,43,1326,0,4
JA-1472,Ise no Umi Prefectural Nature Park,34.7082,136.523,PM84gq,JP-ME,11,9,295,0,0
JA-1473,Akame Ichishikyo Prefectural Nature Park,34.5608,136.268,PM84dn,JP-ME,8,8,210,0,0
JA-1474,Kahadakyo Prefectural Nature Park,34.3788,136.21,PM84cj,JP-ME,6,6,180,0,0
JA-1475,Okuise Miyagawakyo Prefectural Nature Park,34.2864,136.196,PM84cg,JP-ME,10,9,326,0,0
JA-1476,Hokusei Central Prefectural Park,35.065,136.546,PM85gb,JP-ME,17,17,476,0,2
JA-1477,Suzuka Seishonen no Mori Prefectural Park,34.8533,136.539,PM84gu,JP-ME,11,10,235,0,2
JA-1478,Kameyama Sunshine Prefectural Park,34.8675,136.412,PM84eu,JP-ME,12,9,265,0,2
JA-1479,Daibutsuyama Prefectural Park,34.5169,136.654,PM84hm,JP-ME,9,8,269,0,0
JA-1480,Kumanonada Rinkai Prefectural Park,34.2173,136.347,PM84ef,JP-ME,7,7,347,0,0
JA-1481,Isuzu Prefectural Park,34.4638,136.728,PM84il,JP-ME,4,3,77,0,0
JA-1482,Kencho Mae Prefectural Park,34.7292,136.51,PM84gr,JP-ME,4,4,94,0,0
JA-1483,Mikami Tanakami Shigaraki Prefectural Nature Park,35.0505,136.037,PM85ab,JP-SH,13,13,430,0,0
JA-1484,Kutsuki Katsuragawa Prefectural Nature Park,35.2466,135.867,PM75wf,JP-SH,6,6,175,0,0
JA-1485,Koto Prefectural Nature Park,35.2344,136.3,PM85df,JP-SH,8,8,232,0,0
JA-1486,Obanagawa Prefectural Park,35.0179,135.861,PM75wa,JP-SH,2,2,37,0,0
JA-1487,Biwako Bunka Prefectural Park,34.9698,135.94,PM74xx,JP-SH,8,7,179,0,0
JA-1488,Okubiwa Sports no Mori Prefectural Park,35.4118,136.21,PM85cj,JP-SH,9,9,278,0,0
JA-1489,Kogan Ryokuchi Prefectural Park,35.3864,136.238,PM85cj,JP-SH,7,7,242,0,1
JA-1490,Kasugayama Prefectural Park,35.1227,135.905,PM75wc,JP-SH,6,6,142,0,1
JA-1491,Biwako Chikyu Shimin no Mori Prefectural Park,35.1046,135.963,PM75xc,JP-SH,8,8,294,0,0
JA-1492,Rurikei Prefectural Nature Park,35.0321,135.403,PM75qa,JP-KY,6,6,138,0,0
JA-1493,Hozukyo Prefectural Nature Park,35.0229,135.639,PM75ta,JP-KY,2,2,59,0,0
JA-1494,Kasagiyama Prefectural Nature Park,34.7534,135.942,PM74xs,JP-KY,1,1,28,0,0
JA-1495,Arashiyama Prefectural Park,35.0146,135.671,PM75ua,JP-KY,6,5,72,0,1
JA-1496,Arashiyama Higashi Prefectural Park,35.0099,135.686,PM75ua,JP-KY,4,4,122,0,0
JA-1497,Kamogawa Prefectural Park,35.0406,135.764,PM75va,JP-KY,5,5,135,0,1
JA-1498,Fushimiko Prefectural Park,34.925,135.758,PM74vw,JP-KY,7,6,164,0,0
JA-1499,Rakusai Joka Center Prefectural Park,34.9079,135.708,PM74uv,JP-KY,4,4,136,0,0
JA-1500,Uji Prefectural Park,34.8891,135.809,PM74vv,JP-KY,3,3,127,0,0
JA-1501,Yamashiro Sogo Undo Prefectural Park,34.8726,135.802,PM74vu,JP-KY,6,6,177,0,0
JA-1502,Amanohashidate Prefectural Park,35.5643,135.188,PM75on,JP-KY,7,6,175,0,0
JA-1503,Tango Eco-Future Prefectural Park,35.6232,135.236,PM75oo,JP-KY,8,7,137,0,0
JA-1504,Kizugawa Undo Prefectural Park,34.8444,135.797,PM74vu,JP-KY,7,7,247,0,0
JA-1505,Keihanna Commemorative Prefectural Park,34.7468,135.775,PM74vr,JP-KY,9,9,265,0,0
JA-1506,Tamba Prefectural Park,35.1654,135.416,PM75qd,JP-KY,5,5,175,0,0
JA-1507,Hokusetsu Prefectural Nature Park,34.9326,135.624,PM74tw,JP-OS,15,13,387,0,0
JA-1508,Hannan Misaki Prefectural Nature Park,34.3068,135.223,PM74oh,JP-OS,6,6,95,0,0
JA-1509,Hattori Ryokuchi Prefectural Park,34.7763,135.487,PM74rs,JP-OS,22,19,377,0,0
JA-1510,Neyagawa Prefectural Park,34.7613,135.652,PM74ts,JP-OS,7,7,180,0,0
JA-1511,Hiraoka Prefectural Park,34.674,135.655,PM74tq,JP-OS,16,10,197,0,1
JA-1512,Ishikawa Kasen Prefectural Park,34.5458,135.619,PM74tn,JP-OS,14,14,324,0,0
JA-1513,Oizumi Ryokuchi Prefectural Park,34.5644,135.528,PM74sn,JP-OS,19,17,550,0,2
JA-1514,Hamadera Prefectural Park,34.5393,135.439,PM74rm,JP-OS,10,10,293,0,0
JA-1515,Rinku Prefectural Park,34.4121,135.295,PM74pj,JP-OS,23,21,715,0,0
JA-1516,Tonboike Prefectural Park,34.4301,135.426,PM74rk,JP-OS,13,13,292,0,0
JA-1517,Sennan Satoumi Prefectural Park,34.3373,135.193,PM74oi,JP-OS,26,25,751,0,2
JA-1518,Yamadaike Prefectural Park,34.8219,135.691,PM74ut,JP-OS,9,9,275,0,1
JA-1519,Mino Prefectural Park,34.847,135.472,PM74ru,JP-OS,8,8,133,0,0
JA-1520,Fukakita Ryokuchi Prefectural Park,34.7262,135.629,PM74tr,JP-OS,8,8,190,0,0
JA-1521,Kyuhoji Ryokuchi Prefectural Park,34.6306,135.578,PM74sp,JP-OS,11,11,262,0,0
JA-1522,Suminoe Prefectural Park,34.6113,135.476,PM74ro,JP-OS,14,12,305,0,1
JA-1523,Sumiyoshi Prefectural Park,34.6124,135.488,PM74ro,JP-OS,11,9,134,0,0
JA-1524,Nishikori Prefectural Park,34.4824,135.572,PM74sl,JP-OS,6,6,121,0,0
JA-1525,Nagano Prefectural Park,34.4479,135.574,PM74sk,JP-OS,11,9,143,0,0
JA-1526,Nishiki no Hama Prefectural Park,34.4363,135.336,PM74qk,JP-OS,13,13,320,0,0
JA-1527,Izumisano Kyuryo Ryokuchi Prefectural Park,34.3674,135.331,PM74pi,JP-OS,12,12,276,0,0
JA-1528,Takirenzan Prefectural Nature Park,35.1238,135.242,PM75oc,JP-HG,10,7,210,0,0
JA-1529,Inagawa Keikoku Prefectural Nature Park,35.01,135.312,PM75pa,JP-HG,14,14,379,0,0
JA-1530,Kiyomizu Tojoko Tachikui Prefectural Nature Park,34.9272,135.068,PM74mw,JP-HG,15,14,388,0,1
JA-1531,Asago Gunzan Prefectural Nature Park,35.2338,134.88,PM75kf,JP-HG,5,5,171,0,0
JA-1532,Onzui Chikusa Prefectural Nature Park,35.2397,134.517,PM75gf,JP-HG,6,6,171,0,0
JA-1533,Tajima Sangaku Prefectural Nature Park,35.5367,134.629,PM75hm,JP-HG,5,5,226,0,0
JA-1534,Seiban Kyuryo Prefectural Nature Park,34.892,134.657,PM74hv,JP-HG,6,5,162,0,0
JA-1535,Izushi Itoi Prefectural Nature Park,35.3986,134.91,PM75kj,JP-HG,6,5,151,0,0
JA-1536,Harima Chubu Kyuryo Prefectural Nature Park,34.8403,134.896,PM74ku,JP-HG,13,13,412,0,0
JA-1537,Seppiko Mineyama Prefectural Nature Park,35.0633,134.666,PM75hb,JP-HG,8,7,287,0,0
JA-1538,Kasagatayama Sengamine Prefectural Nature Park,35.0636,134.835,PM75kb,JP-HG,6,6,204,0,0
JA-1539,Awajishima Prefectural Park,34.576,135.007,PM74mn,JP-HG,5,5,148,0,0
JA-1540,Arima Fuji Prefectural Park,34.9134,135.224,PM74ov,JP-HG,45,44,1254,0,1
JA-1542,Akashi Prefectural Park,34.6567,134.994,PM74lp,JP-HG,9,8,190,0,0
JA-1544,Ako Seaside Prefectural Park,34.7338,134.397,PM74er,JP-HG,3,3,74,0,0
JA-1545,Takasago Seaside Prefectural Park,34.7347,134.803,PM74jr,JP-HG,10,9,200,0,0
JA-1546,Kabutoyama Forest Prefectural Park,34.7724,135.335,PM74qs,JP-HG,35,27,653,0,0
JA-1547,Mikiyama Forest Prefectural Park,34.7882,134.989,PM74ls,JP-HG,20,18,512,0,1
JA-1548,Hyogo Park of the Oriental White Stork Prefectural Park,35.5512,134.854,PM75kn,JP-HG,5,5,111,0,0
JA-1549,Hitokura Prefectural Park,34.9145,135.419,PM74rv,JP-HG,11,11,281,0,0
JA-1550,Tajima Bokujyo Prefectural Park,35.5165,134.488,PM75fm,JP-HG,4,4,122,0,0
JA-1551,Harima Central Prefectural Park,34.9376,134.939,PM74lw,JP-HG,23,21,540,0,1
JA-1552,Ball Park Awaji Prefectural Park,34.4544,134.929,PM74lk,JP-HG,4,4,89,0,0
JA-1553,Flower Center Prefectural Park,34.9083,134.861,PM74kv,JP-HG,7,7,151,0,0
JA-1554,Yata Prefectural Nature Park,34.6627,135.737,PM74up,JP-NR,16,16,501,0,0
JA-1555,Tsukigase Konosan Prefectural Nature Park,34.6696,135.998,PM74xq,JP-NR,18,16,580,0,0
JA-1556,Yoshinogawa Tsuburo Prefectural Nature Park,34.3994,135.891,PM74wj,JP-NR,148,146,2337,0,5
JA-1557,Nara Prefectural Park,34.6847,135.843,PM74wq,JP-NR,12,10,188,0,0
JA-1558,Umami Kyuryo Prefectural Park,34.5626,135.737,PM74un,JP-NR,16,14,532,0,0
JA-1559,Obuchiike Prefectural Park,34.708,135.747,PM74uq,JP-NR,14,11,247,0,0
JA-1560,Mahoroba Kenko Prefectural Park,34.5975,135.783,PM74vo,JP-NR,13,13,433,0,0
JA-1561,Tatsuta Prefectural Park,34.6021,135.718,PM74uo,JP-NR,5,5,91,0,0
JA-1562,Yamato Minzoku Prefectural Park,34.6537,135.753,PM74vp,JP-NR,8,8,201,0,0
JA-1563,Kashihara Prefectural Park,34.4913,135.792,PM74vl,JP-NR,7,7,181,0,0
JA-1565,Uda Animal Prefectural Park,34.4891,135.932,PM74xl,JP-NR,8,6,159,0,0
JA-1566,Nara Palace Site Historical Prefectural Park,34.6866,135.793,PM74vq,JP-NR,12,10,147,0,0
JA-1567,Koyasan Choishimichi Tamagawakyo Prefectural Nature Park,34.2574,135.651,PM74tg,JP-WK,13,13,303,0,0
JA-1568,Ryumonzan Prefectural Nature Park,34.2482,135.413,PM74qf,JP-WK,5,5,83,0,0
JA-1569,Oishi Kogen Prefectural Nature Park,34.1065,135.327,PM74pc,JP-WK,9,9,257,0,0
JA-1570,Nishi Arida Prefectural Nature Park,34.0497,135.148,PM74nb,JP-WK,3,3,69,0,0
JA-1571,Shirasaki Kaigan Prefectural Nature Park,33.977,135.068,PM73mx,JP-WK,3,3,147,0,0
JA-1572,Enju Kaigan Prefectural Nature Park,33.8903,135.129,PM73nv,JP-WK,8,8,399,0,0
JA-1573,Jogamori Hokodai Prefectural Nature Park,34.0363,135.508,PM74sa,JP-WK,8,7,96,0,0
JA-1574,Hatenashi Sanmyaku Prefectural Nature Park,33.9026,135.689,PM73uv,JP-WK,2,2,29,0,0
JA-1575,Hikigawa Prefectural Nature Park,33.7361,135.573,PM73sr,JP-WK,2,2,27,0,0
JA-1576,Shiramisan Wadagawakyo Prefectural Nature Park,33.7596,135.878,PM73ws,JP-WK,1,1,16,0,0
JA-1577,Kozagawa Prefectural Nature Park,33.5453,135.721,PM73un,JP-WK,4,3,89,0,0
JA-1578,Kimiidera Prefectural Park,34.1665,135.191,PM74od,JP-WK,4,4,102,0,0
JA-1579,Kasei Prefectural Park,34.2474,135.125,PM74nf,JP-WK,7,6,124,0,0
JA-1580,Waka Prefectural Park,34.1813,135.174,PM74oe,JP-WK,8,8,227,0,0
JA-1581,Misasa Togoko Prefectural Nature Park,35.4654,133.891,PM65wl,JP-TT,8,8,227,0,0
JA-1582,Okuhino Prefectural Nature Park,35.2037,133.314,PM65pe,JP-TT,5,4,187,0,0
JA-1583,Nishi Inaba Prefectural Nature Park,35.0342,134.007,PM75aa,JP-TT,3,3,85,0,1
JA-1585,Lake Togo Hawai Seaside Prefectural Park,35.4919,133.886,PM65wl,JP-TT,6,6,187,0,0
JA-1586,Encho-en Prefectural Park,35.4658,133.893,PM65wl,JP-TT,4,3,82,0,0
JA-1587,Fuse Sports Prefectural Park,35.4991,134.182,PM75cl,JP-TT,5,5,206,0,0
JA-1588,Dandan Hiroba Prefectural Park,35.424,133.337,PM65qk,JP-TT,3,3,79,0,0
JA-1589,Kiyomizu Gassan Prefectural Nature Park,35.3612,133.185,PM65oi,JP-SM,6,6,229,0,0
JA-1590,Oni no Shitaburui Prefectural Nature Park,35.1749,133.018,PM65me,JP-SM,2,2,86,0,0
JA-1591,Shinjiko Kitayama Prefectural Nature Park,35.4462,132.867,PM65kk,JP-SM,14,11,322,0,0
JA-1592,Tachikuekyo Prefectural Nature Park,35.2955,132.735,PM65ih,JP-SM,3,3,115,0,0
JA-1593,Ryuzu Yaedaki Prefectural Nature Park,35.1558,132.809,PM65jd,JP-SM,8,8,584,0,0
JA-1594,Gokawa Suikei Prefectural Nature Park,35.0409,132.6,PM65ha,JP-SM,10,9,550,0,1
JA-1595,Dangyokei Kannondaki Prefectural Nature Park,34.9302,132.472,PM64fw,JP-SM,9,9,1203,0,0
JA-1596,Senjokei Prefectural Nature Park,34.9208,132.342,PM64ew,JP-SM,4,4,213,0,0
JA-1597,Hamada Kaigan Prefectural Nature Park,34.9473,132.109,PM64bw,JP-SM,11,11,736,0,0
JA-1598,Banryuko Prefectural Nature Park,34.6806,131.807,PM54vq,JP-SM,9,9,546,0,0
JA-1599,Aonoyama Prefectural Nature Park,34.4646,131.8,PM54vl,JP-SM,8,8,614,0,1
JA-1600,Hamayama Prefectural Park,35.3788,132.707,PM65ij,JP-SM,4,3,93,0,0
JA-1601,Iwami Seaside Prefectural Park,34.9579,132.144,PM64bw,JP-SM,9,9,585,0,0
JA-1602,Manyo Prefectural Park,34.679,131.814,PM54vq,JP-SM,6,6,277,0,0
JA-1603,Takahashigawa Joryu Prefectural Nature Park,34.9724,133.584,PM64tx,JP-OY,3,3,99,0,0
JA-1604,Kibi Shiseki Prefectural Nature Park,34.7285,133.766,PM64vr,JP-OY,7,6,166,0,0
JA-1605,Yubara Okutsu Prefectural Nature Park,35.2079,133.732,PM65ue,JP-OY,7,7,211,0,0
JA-1606,Kibiji Fudoki no Oka Prefectural Nature Park,34.6682,133.782,PM64vq,JP-OY,6,6,133,0,0
JA-1607,Bisaku Sanchi Prefectural Nature Park,35.122,133.537,PM65sc,JP-OY,2,2,119,0,0
JA-1608,Kibi Seiryu Prefectural Nature Park,34.8635,133.904,PM64wu,JP-OY,4,4,162,0,0
JA-1609,Yoshiigawa Churyu Prefectural Nature Park,34.932,134.212,PM74cw,JP-OY,3,3,109,0,0
JA-1610,Okayama Prefectural Multipurpose Grounds Prefectural Park,34.6787,133.917,PM64xq,JP-OY,6,6,160,0,0
JA-1611,Korakuen Prefectural Park,34.6678,133.936,PM64xq,JP-OY,5,5,170,0,0
JA-1612,Kurashiki Sports Prefectural Park,34.6193,133.805,PM64vo,JP-OY,6,6,142,0,1
JA-1613,Mizushima Ryokuchi Prefectural Park,34.5315,133.768,PM64vm,JP-OY,7,7,172,0,0
JA-1614,Nabarakyo Prefectural Nature Park,34.5643,132.513,PM64gn,JP-HS,4,4,165,0,0
JA-1615,Yamanokyo Prefectural Nature Park,34.6981,133.368,PM64qq,JP-HS,6,5,144,0,0
JA-1616,Mikuradake Prefectural Nature Park,34.3092,132.158,PM64bh,JP-HS,7,7,266,0,0
JA-1617,Chikurinji Yokurayama Prefectural Nature Park,34.4591,132.875,PM64kl,JP-HS,5,5,90,0,0
JA-1618,Buttsuji Mitsugi Hachimangu Prefectural Nature Park,34.4653,133.02,PM64ml,JP-HS,5,5,97,0,0
JA-1619,kannosekyo Prefectural Nature Park,34.9971,132.802,PM64jx,JP-HS,6,6,196,0,0
JA-1620,Hiroshimaken Sogo Ground Prefectural Park,34.3755,132.423,PM64fj,JP-HS,12,11,285,0,1
JA-1621,Shukkeien Garden Prefectural Park,34.3997,132.467,PM64fj,JP-HS,4,4,95,0,0
JA-1622,Hiroshima Ryokka Shokubutsu Prefectural Park,34.4355,132.566,PM64gk,JP-HS,11,11,434,0,1
JA-1623,Sera Kenmin Prefectural Park,34.6245,132.981,PM64lo,JP-HS,5,5,206,0,1
JA-1624,Miyoshi Prefectural Park,34.7982,132.905,PM64kt,JP-HS,8,8,363,0,0
JA-1625,Bingo Sports Prefectural Park,34.435,133.177,PM64ok,JP-HS,11,11,457,0,1
JA-1626,Chomonkyo Prefectural Nature Park,34.3177,131.569,PM54sh,JP-YC,6,6,468,0,0
JA-1627,Rakanzan Prefectural Nature Park,34.3504,132.052,PM64ai,JP-YC,11,11,436,0,0
JA-1628,Iwakisan Prefectural Nature Park,33.9872,132.038,PM63ax,JP-YC,6,6,375,0,0
JA-1629,Toyota Prefectural Nature Park,34.1767,131.044,PM54me,JP-YC,4,4,230,0,0
JA-1630,Ishin Hyakunen Prefectural Park,34.1562,131.437,PM54rd,JP-YC,2,2,75,0,0
JA-1631,Yamaguchi Kirara Expo Memorial Prefectural Park,34.005,131.372,PM54qa,JP-YC,3,3,89,0,0
JA-1632,Katazoegahama Kaihin Prefectural Park,33.8975,132.362,PM63ev,JP-YC,7,6,302,0,0
JA-1633,Hagi Wellness Prefectural Park,34.3862,131.422,PM54rj,JP-YC,3,3,178,0,0
JA-1634,Kameyama Prefectural Park,34.1808,131.474,PM54re,JP-YC,2,2,58,0,0
JA-1635,Hashikura Prefectural Nature Park,34.049,133.842,PM64wb,JP-TS,4,4,483,0,0
JA-1636,Dochu Kotsu Prefectural Nature Park,34.092,134.206,PM74cc,JP-TS,6,6,255,0,0
JA-1637,Oasayama Prefectural Nature Park,34.1861,134.5,PM74ge,JP-TS,7,7,390,0,0
JA-1638,Okuimiyagawauchidani Prefectural Nature Park,34.1479,134.354,PM74ed,JP-TS,10,9,373,0,0
JA-1639,Higashisankei Prefectural Nature Park,33.9627,134.511,PM73gx,JP-TS,46,42,3038,0,1
JA-1640,Chubusankei Prefectural Nature Park,33.9042,134.342,PM73ev,JP-TS,8,8,422,0,0
JA-1641,Seishonen no Mori Prefectural Park,33.8413,134.512,PM73gu,JP-TS,4,4,78,0,0
JA-1642,Bunkanomori Prefectural Park,34.0397,134.527,PM74ga,JP-TS,8,8,197,0,0
JA-1643,Kamiyama Shinrin Prefectural Park,34.0225,134.423,PM74fa,JP-TS,14,13,1016,0,1
JA-1644,Tsukimigaoka Kaihin Prefectural Park,34.1259,134.61,PM74hd,JP-TS,13,12,235,0,0
JA-1645,Naruto Sogo Undo Prefectural Park,34.1678,134.617,PM74he,JP-TS,7,7,185,0,0
JA-1646,Nanbu Kenko Undo Prefectural Park,33.8654,134.603,PM73hu,JP-TS,7,6,172,0,0
JA-1647,Otaki Daisen Prefectural Nature Park,34.1219,134.106,PM74bc,JP-KG,6,6,143,0,0
JA-1648,Mannoike Prefectural Park,34.1565,133.866,PM64wd,JP-KG,5,4,112,0,0
JA-1649,Kinbuchi Forest Prefectural Park,34.2406,134.108,PM74bf,JP-KG,21,3,147,0,1
JA-1650,Kikaku Prefectural Park,34.2527,134.183,PM74cg,JP-KG,5,4,122,0,0
JA-1651,Toryo Prefectural Park,34.2697,133.748,PM64ug,JP-KG,8,5,193,0,0
JA-1652,Kagawa Sports Prefectural Park,34.3651,133.96,PM64xi,JP-KG,6,5,192,0,0
JA-1653,Kinrin Prefectural Park,34.2864,134.255,PM74dg,JP-KG,4,4,104,0,0
JA-1654,Kinshako Prefectural Nature Park,33.9342,133.53,PM63sw,JP-EH,10,9,315,0,0
JA-1655,Okudogo Tamagawa Prefectural Nature Park,33.9333,132.923,PM63lw,JP-EH,5,5,155,0,0
JA-1656,Saragamine Renpo Prefectural Nature Park,33.7171,132.895,PM63kr,JP-EH,9,9,411,0,0
JA-1657,Shikoku Karst Prefectural Nature Park,33.4676,132.956,PM63ll,JP-EH,5,5,308,0,0
